id,referencia,marca,capacidad,ciudad,responsable
3772,ACH01,Kalley,1987,Sabaneta,Yiyo Builes
6187,ACH22,Sony,1711,Barbosa,Camila Builes
9243,ACH43,Haceb,1230,Sabaneta,Gandalf Toro
1123,ACH22,Kalley,1789,Barbosa,Dante Builes
1899,ACH43,Sony,797,Barbosa,Laura Toro
7585,ACH01,Haceb,997,Barbosa,Dante Builes
4666,ACH43,Kalley,1431,Itagui,Dante Builes
3281,ACH01,Sony,1365,Medellín,Laura Toro
7627,ACH01,Kalley,496,Itagui,Camila Builes
9709,ACH43,Sony,491,Sabaneta,Camila Builes
9986,ACH22,Haceb,1235,Sabaneta,Gandalf Toro
5672,ACH01,Haceb,1361,Envigado,Gandalf Toro
9160,ACH22,Haceb,159,Sabaneta,Yiyo Builes
4455,ACH22,Haceb,1203,Envigado,Laura Toro
87,ACH01,Sony,1126,Itagui,Dante Builes
6528,ACH43,Sony,1299,Medellín,Laura Toro
7840,ACH43,Haceb,800,Itagui,Camila Builes
581,ACH01,Haceb,136,Medellín,Gandalf Toro
4333,ACH01,Haceb,804,Envigado,Dante Builes
1059,ACH01,Kalley,151,Medellín,Camila Builes
7126,ACH01,Haceb,1480,Envigado,Laura Toro
8309,ACH01,Haceb,422,Barbosa,Laura Toro
3507,ACH43,Haceb,398,Sabaneta,Dante Builes
2030,ACH01,Sony,1681,Medellín,Yiyo Builes
1007,ACH43,Haceb,875,Medellín,Laura Toro
1540,ACH01,Kalley,1350,Medellín,Dante Builes
7607,ACH22,Haceb,1204,Medellín,Gandalf Toro
8608,ACH01,Kalley,1566,Barbosa,Dante Builes
5202,ACH01,Haceb,1404,Sabaneta,Gandalf Toro
6898,ACH43,Haceb,118,Barbosa,Gandalf Toro
6037,ACH01,Haceb,123,Envigado,Laura Toro
2915,ACH43,Sony,374,Envigado,Dante Builes
5431,ACH22,Haceb,204,Envigado,Gandalf Toro
6817,ACH01,Sony,1692,Medellín,Camila Builes
5404,ACH43,Haceb,439,Envigado,Camila Builes
2275,ACH43,Sony,671,Itagui,Dante Builes
6894,ACH22,Haceb,1705,Itagui,Gandalf Toro
1905,ACH43,Kalley,954,Sabaneta,Laura Toro
3439,ACH43,Sony,1080,Barbosa,Camila Builes
6243,ACH01,Sony,1871,Itagui,Camila Builes
9048,ACH22,Kalley,510,Itagui,Laura Toro
4444,ACH22,Sony,170,Envigado,Laura Toro
1430,ACH22,Sony,1927,Sabaneta,Camila Builes
8085,ACH01,Haceb,1652,Sabaneta,Gandalf Toro
7707,ACH43,Haceb,283,Envigado,Laura Toro
3883,ACH22,Haceb,749,Sabaneta,Laura Toro
653,ACH43,Haceb,1358,Medellín,Gandalf Toro
3733,ACH22,Sony,1437,Barbosa,Camila Builes
6436,ACH43,Kalley,1845,Itagui,Gandalf Toro
3245,ACH22,Sony,557,Itagui,Dante Builes
6811,ACH22,Kalley,1559,Sabaneta,Laura Toro
9972,ACH01,Kalley,766,Envigado,Gandalf Toro
2627,ACH22,Sony,1284,Medellín,Dante Builes
6452,ACH01,Sony,392,Medellín,Gandalf Toro
5310,ACH43,Kalley,1599,Itagui,Laura Toro
3419,ACH01,Haceb,884,Sabaneta,Yiyo Builes
5505,ACH43,Sony,406,Sabaneta,Camila Builes
2860,ACH43,Haceb,1487,Itagui,Yiyo Builes
2135,ACH22,Sony,1820,Sabaneta,Gandalf Toro
7810,ACH22,Sony,770,Envigado,Gandalf Toro
9101,ACH22,Kalley,989,Itagui,Laura Toro
8580,ACH43,Kalley,1856,Medellín,Camila Builes
9631,ACH01,Sony,207,Medellín,Gandalf Toro
594,ACH22,Haceb,1371,Barbosa,Yiyo Builes
9331,ACH22,Sony,308,Itagui,Gandalf Toro
9243,ACH22,Sony,1288,Sabaneta,Laura Toro
760,ACH43,Haceb,183,Envigado,Camila Builes
4644,ACH01,Sony,864,Sabaneta,Dante Builes
4200,ACH43,Haceb,699,Sabaneta,Laura Toro
9222,ACH22,Kalley,1160,Barbosa,Dante Builes
3926,ACH22,Kalley,728,Itagui,Dante Builes
9563,ACH43,Haceb,1441,Envigado,Gandalf Toro
1753,ACH01,Haceb,320,Sabaneta,Laura Toro
3282,ACH22,Sony,511,Barbosa,Dante Builes
923,ACH01,Sony,1648,Sabaneta,Yiyo Builes
4570,ACH22,Haceb,520,Itagui,Laura Toro
2684,ACH22,Kalley,375,Envigado,Dante Builes
440,ACH22,Haceb,243,Medellín,Dante Builes
3144,ACH22,Sony,599,Sabaneta,Camila Builes
3462,ACH01,Sony,127,Itagui,Yiyo Builes
1993,ACH01,Sony,173,Sabaneta,Camila Builes
5980,ACH22,Sony,875,Medellín,Gandalf Toro
558,ACH22,Haceb,1424,Sabaneta,Gandalf Toro
9288,ACH22,Sony,126,Envigado,Gandalf Toro
2642,ACH43,Sony,961,Sabaneta,Yiyo Builes
5069,ACH43,Sony,111,Medellín,Camila Builes
6989,ACH01,Sony,1809,Sabaneta,Laura Toro
4044,ACH22,Sony,1515,Sabaneta,Yiyo Builes
4876,ACH22,Kalley,1423,Sabaneta,Dante Builes
1392,ACH01,Sony,969,Barbosa,Camila Builes
6968,ACH22,Sony,1067,Medellín,Yiyo Builes
1924,ACH43,Kalley,886,Itagui,Yiyo Builes
258,ACH22,Kalley,612,Sabaneta,Yiyo Builes
9764,ACH22,Kalley,867,Medellín,Camila Builes
5249,ACH43,Haceb,876,Medellín,Laura Toro
4665,ACH22,Kalley,1508,Itagui,Camila Builes
6100,ACH01,Kalley,1292,Envigado,Yiyo Builes
4981,ACH01,Sony,1761,Medellín,Dante Builes
6685,ACH22,Kalley,376,Sabaneta,Camila Builes
4551,ACH22,Sony,1277,Sabaneta,Camila Builes
2138,ACH01,Kalley,261,Itagui,Camila Builes
234,ACH43,Sony,519,Itagui,Yiyo Builes
5111,ACH01,Haceb,372,Barbosa,Laura Toro
7581,ACH43,Kalley,798,Sabaneta,Gandalf Toro
5973,ACH22,Sony,1110,Envigado,Camila Builes
5476,ACH01,Kalley,191,Itagui,Laura Toro
6143,ACH43,Kalley,421,Envigado,Dante Builes
4007,ACH43,Haceb,154,Barbosa,Laura Toro
3130,ACH01,Sony,1138,Envigado,Dante Builes
7067,ACH01,Kalley,1629,Envigado,Dante Builes
4835,ACH22,Kalley,1603,Envigado,Camila Builes
1924,ACH43,Kalley,1791,Barbosa,Laura Toro
5209,ACH22,Haceb,131,Envigado,Yiyo Builes
1331,ACH43,Sony,1807,Envigado,Camila Builes
9482,ACH22,Haceb,550,Itagui,Yiyo Builes
4232,ACH22,Haceb,1202,Envigado,Camila Builes
7038,ACH22,Sony,270,Sabaneta,Camila Builes
4392,ACH01,Kalley,524,Envigado,Laura Toro
8120,ACH01,Kalley,1927,Sabaneta,Camila Builes
8994,ACH01,Sony,1413,Itagui,Laura Toro
5478,ACH43,Sony,584,Sabaneta,Dante Builes
9189,ACH01,Sony,1396,Itagui,Dante Builes
1283,ACH43,Sony,491,Medellín,Camila Builes
3604,ACH22,Sony,232,Envigado,Laura Toro
9823,ACH43,Haceb,1516,Medellín,Laura Toro
6793,ACH22,Haceb,1842,Barbosa,Gandalf Toro
7759,ACH22,Haceb,709,Medellín,Laura Toro
3613,ACH01,Sony,1766,Envigado,Laura Toro
182,ACH22,Sony,755,Sabaneta,Camila Builes
2358,ACH22,Kalley,370,Barbosa,Gandalf Toro
4546,ACH01,Sony,919,Envigado,Camila Builes
5946,ACH22,Sony,1664,Medellín,Gandalf Toro
3179,ACH01,Haceb,1765,Medellín,Camila Builes
5916,ACH22,Haceb,852,Sabaneta,Dante Builes
4670,ACH22,Sony,1750,Medellín,Gandalf Toro
5341,ACH01,Haceb,1728,Envigado,Laura Toro
1149,ACH22,Sony,480,Sabaneta,Laura Toro
7239,ACH01,Haceb,931,Itagui,Gandalf Toro
4491,ACH22,Haceb,1410,Barbosa,Camila Builes
3343,ACH43,Sony,1314,Envigado,Dante Builes
3829,ACH22,Sony,1523,Envigado,Yiyo Builes
7131,ACH22,Kalley,980,Sabaneta,Camila Builes
4254,ACH22,Haceb,1012,Itagui,Gandalf Toro
7138,ACH22,Sony,951,Barbosa,Yiyo Builes
8660,ACH43,Sony,1865,Barbosa,Laura Toro
8530,ACH22,Kalley,262,Sabaneta,Dante Builes
173,ACH43,Haceb,443,Itagui,Dante Builes
8102,ACH01,Kalley,486,Sabaneta,Yiyo Builes
649,ACH43,Sony,805,Sabaneta,Camila Builes
4215,ACH22,Kalley,1527,Envigado,Camila Builes
8708,ACH22,Haceb,827,Envigado,Camila Builes
8486,ACH43,Haceb,393,Sabaneta,Camila Builes
9777,ACH43,Sony,1810,Barbosa,Gandalf Toro
7773,ACH22,Sony,542,Envigado,Gandalf Toro
2976,ACH43,Haceb,622,Medellín,Camila Builes
2258,ACH43,Kalley,1696,Medellín,Camila Builes
585,ACH01,Sony,452,Itagui,Camila Builes
8177,ACH43,Kalley,1837,Medellín,Laura Toro
8122,ACH43,Kalley,1461,Envigado,Dante Builes
8781,ACH01,Sony,174,Envigado,Gandalf Toro
2771,ACH43,Sony,814,Medellín,Yiyo Builes
7177,ACH43,Sony,253,Barbosa,Yiyo Builes
3333,ACH22,Sony,260,Itagui,Yiyo Builes
252,ACH43,Haceb,1597,Envigado,Gandalf Toro
2284,ACH01,Haceb,524,Envigado,Gandalf Toro
6209,ACH22,Sony,491,Envigado,Laura Toro
8144,ACH43,Kalley,1158,Sabaneta,Dante Builes
7723,ACH01,Kalley,1096,Envigado,Yiyo Builes
1955,ACH01,Haceb,355,Sabaneta,Yiyo Builes
5491,ACH01,Kalley,1371,Itagui,Laura Toro
4549,ACH43,Sony,1588,Envigado,Gandalf Toro
1678,ACH22,Haceb,1571,Medellín,Gandalf Toro
2875,ACH22,Kalley,1599,Barbosa,Gandalf Toro
6358,ACH22,Kalley,1318,Medellín,Camila Builes
3662,ACH43,Kalley,1782,Itagui,Laura Toro
7440,ACH43,Kalley,1529,Itagui,Dante Builes
4948,ACH01,Kalley,842,Itagui,Camila Builes
8239,ACH43,Kalley,1297,Envigado,Dante Builes
2752,ACH22,Haceb,236,Medellín,Laura Toro
468,ACH01,Sony,1937,Itagui,Yiyo Builes
9912,ACH22,Sony,1172,Medellín,Dante Builes
6791,ACH01,Kalley,1171,Barbosa,Dante Builes
4678,ACH22,Kalley,731,Barbosa,Camila Builes
8248,ACH22,Kalley,1964,Medellín,Gandalf Toro
5073,ACH22,Kalley,1520,Barbosa,Gandalf Toro
6393,ACH01,Kalley,715,Medellín,Yiyo Builes
8951,ACH43,Sony,761,Envigado,Yiyo Builes
4793,ACH01,Sony,1490,Envigado,Camila Builes
7042,ACH01,Sony,215,Itagui,Camila Builes
5248,ACH22,Sony,863,Itagui,Yiyo Builes
2903,ACH43,Haceb,142,Barbosa,Dante Builes
2379,ACH43,Haceb,1846,Envigado,Laura Toro
3494,ACH43,Haceb,1927,Medellín,Gandalf Toro
5037,ACH22,Haceb,1780,Envigado,Gandalf Toro
2355,ACH22,Haceb,1399,Medellín,Yiyo Builes
5178,ACH01,Sony,113,Itagui,Laura Toro
8183,ACH43,Kalley,190,Medellín,Laura Toro
6867,ACH01,Sony,411,Medellín,Yiyo Builes
6518,ACH43,Sony,1334,Sabaneta,Yiyo Builes
4084,ACH43,Sony,623,Medellín,Camila Builes
6786,ACH22,Haceb,1456,Medellín,Dante Builes
5930,ACH01,Kalley,1702,Envigado,Dante Builes
9510,ACH22,Kalley,853,Barbosa,Gandalf Toro
8544,ACH43,Haceb,1582,Medellín,Camila Builes
768,ACH22,Sony,225,Itagui,Camila Builes
1249,ACH43,Haceb,1409,Barbosa,Dante Builes
1013,ACH01,Sony,856,Medellín,Yiyo Builes
6697,ACH22,Kalley,1817,Sabaneta,Dante Builes
3641,ACH22,Kalley,1756,Envigado,Laura Toro
3982,ACH43,Kalley,1661,Sabaneta,Laura Toro
1644,ACH01,Kalley,395,Barbosa,Camila Builes
3894,ACH43,Haceb,289,Barbosa,Yiyo Builes
4710,ACH22,Sony,1442,Barbosa,Gandalf Toro
7509,ACH43,Sony,352,Itagui,Camila Builes
4424,ACH01,Sony,716,Sabaneta,Camila Builes
3947,ACH22,Haceb,650,Envigado,Camila Builes
2856,ACH43,Kalley,1089,Medellín,Laura Toro
9647,ACH01,Sony,581,Barbosa,Camila Builes
9290,ACH01,Sony,1095,Envigado,Dante Builes
3198,ACH01,Sony,1666,Sabaneta,Yiyo Builes
5322,ACH01,Haceb,361,Envigado,Camila Builes
9572,ACH01,Haceb,745,Envigado,Yiyo Builes
7898,ACH43,Kalley,970,Sabaneta,Camila Builes
2608,ACH01,Sony,121,Itagui,Yiyo Builes
8940,ACH01,Sony,1164,Sabaneta,Gandalf Toro
5478,ACH22,Haceb,1571,Sabaneta,Yiyo Builes
656,ACH01,Kalley,1529,Barbosa,Laura Toro
4127,ACH43,Haceb,1550,Itagui,Gandalf Toro
7084,ACH22,Sony,1764,Sabaneta,Dante Builes
4504,ACH01,Sony,1756,Itagui,Laura Toro
6513,ACH22,Haceb,1055,Medellín,Dante Builes
8383,ACH01,Sony,1135,Envigado,Dante Builes
176,ACH22,Sony,1831,Barbosa,Camila Builes
7447,ACH43,Sony,723,Envigado,Gandalf Toro
8788,ACH01,Haceb,251,Envigado,Gandalf Toro
7341,ACH43,Haceb,1565,Envigado,Camila Builes
8577,ACH22,Sony,909,Sabaneta,Laura Toro
7877,ACH43,Kalley,1736,Medellín,Yiyo Builes
1204,ACH22,Haceb,140,Sabaneta,Gandalf Toro
992,ACH43,Sony,1697,Itagui,Yiyo Builes
1763,ACH43,Haceb,238,Medellín,Camila Builes
6799,ACH22,Haceb,1507,Itagui,Laura Toro
5141,ACH01,Haceb,1337,Envigado,Yiyo Builes
2863,ACH22,Sony,693,Itagui,Yiyo Builes
2816,ACH22,Haceb,1779,Barbosa,Dante Builes
5656,ACH01,Kalley,765,Medellín,Dante Builes
1554,ACH43,Haceb,343,Barbosa,Gandalf Toro
1676,ACH43,Haceb,786,Barbosa,Yiyo Builes
2466,ACH22,Kalley,1889,Sabaneta,Laura Toro
3951,ACH01,Sony,1397,Itagui,Yiyo Builes
218,ACH22,Kalley,1136,Barbosa,Laura Toro
535,ACH43,Haceb,1482,Itagui,Yiyo Builes
4855,ACH43,Haceb,1818,Sabaneta,Dante Builes
5885,ACH22,Sony,1844,Barbosa,Dante Builes
6155,ACH01,Sony,114,Itagui,Camila Builes
7189,ACH43,Sony,333,Medellín,Laura Toro
2757,ACH43,Haceb,1733,Envigado,Camila Builes
7375,ACH43,Kalley,843,Envigado,Gandalf Toro
4679,ACH43,Sony,1939,Envigado,Camila Builes
6328,ACH22,Kalley,135,Medellín,Camila Builes
7146,ACH22,Kalley,1801,Medellín,Yiyo Builes
1839,ACH01,Kalley,1212,Medellín,Camila Builes
5267,ACH01,Sony,480,Barbosa,Laura Toro
4161,ACH22,Sony,1939,Envigado,Dante Builes
2113,ACH22,Sony,103,Itagui,Gandalf Toro
7496,ACH01,Haceb,626,Sabaneta,Laura Toro
3952,ACH22,Sony,107,Medellín,Laura Toro
7684,ACH22,Haceb,497,Barbosa,Gandalf Toro
944,ACH01,Kalley,306,Sabaneta,Camila Builes
6321,ACH01,Sony,147,Itagui,Gandalf Toro
8823,ACH01,Haceb,592,Itagui,Camila Builes
1987,ACH22,Haceb,1704,Sabaneta,Laura Toro
2649,ACH43,Kalley,466,Envigado,Gandalf Toro
7762,ACH22,Sony,120,Envigado,Yiyo Builes
7124,ACH43,Haceb,439,Barbosa,Camila Builes
2459,ACH22,Sony,764,Sabaneta,Dante Builes
67,ACH01,Kalley,1673,Envigado,Yiyo Builes
6404,ACH43,Kalley,1208,Sabaneta,Yiyo Builes
7491,ACH01,Sony,1766,Barbosa,Camila Builes
6736,ACH43,Sony,930,Sabaneta,Camila Builes
914,ACH01,Kalley,159,Itagui,Camila Builes
4243,ACH43,Sony,1694,Itagui,Camila Builes
8710,ACH22,Haceb,301,Itagui,Laura Toro
8842,ACH01,Haceb,1712,Barbosa,Laura Toro
1980,ACH22,Haceb,1175,Sabaneta,Camila Builes
9132,ACH43,Kalley,1302,Barbosa,Yiyo Builes
8912,ACH01,Sony,753,Envigado,Yiyo Builes
1350,ACH43,Sony,1644,Envigado,Camila Builes
7888,ACH43,Sony,168,Barbosa,Laura Toro
9796,ACH43,Haceb,1787,Barbosa,Yiyo Builes
4226,ACH22,Kalley,1695,Sabaneta,Camila Builes
5356,ACH22,Sony,765,Sabaneta,Gandalf Toro
933,ACH01,Haceb,1411,Medellín,Yiyo Builes
8992,ACH01,Sony,1187,Sabaneta,Camila Builes
8694,ACH01,Sony,1237,Itagui,Camila Builes
8718,ACH22,Sony,1575,Itagui,Gandalf Toro
5749,ACH22,Sony,1070,Medellín,Yiyo Builes
5259,ACH01,Haceb,486,Itagui,Gandalf Toro
7491,ACH01,Haceb,705,Sabaneta,Camila Builes
4239,ACH43,Sony,905,Medellín,Gandalf Toro
2457,ACH22,Haceb,242,Barbosa,Gandalf Toro
2708,ACH22,Sony,831,Envigado,Dante Builes
3629,ACH22,Sony,274,Envigado,Dante Builes
5820,ACH01,Kalley,197,Envigado,Yiyo Builes
1377,ACH22,Kalley,1180,Sabaneta,Laura Toro
3923,ACH22,Kalley,1621,Barbosa,Gandalf Toro
5200,ACH22,Kalley,456,Envigado,Dante Builes
3151,ACH43,Haceb,917,Barbosa,Gandalf Toro
3489,ACH01,Sony,1697,Barbosa,Gandalf Toro
1927,ACH01,Kalley,1143,Barbosa,Yiyo Builes
5007,ACH01,Kalley,1226,Sabaneta,Camila Builes
3084,ACH01,Kalley,841,Envigado,Gandalf Toro
9357,ACH22,Kalley,1485,Barbosa,Gandalf Toro
5060,ACH43,Sony,1764,Medellín,Dante Builes
6202,ACH22,Sony,844,Itagui,Dante Builes
6894,ACH43,Haceb,535,Medellín,Laura Toro
4852,ACH01,Haceb,759,Itagui,Laura Toro
829,ACH43,Kalley,372,Barbosa,Yiyo Builes
5711,ACH01,Kalley,326,Envigado,Yiyo Builes
1893,ACH01,Haceb,1234,Sabaneta,Yiyo Builes
4846,ACH43,Sony,305,Envigado,Laura Toro
7767,ACH22,Kalley,1322,Barbosa,Camila Builes
3774,ACH01,Sony,1577,Sabaneta,Dante Builes
3048,ACH43,Haceb,1596,Envigado,Laura Toro
9732,ACH43,Haceb,593,Barbosa,Yiyo Builes
8001,ACH43,Kalley,737,Itagui,Yiyo Builes
9739,ACH43,Haceb,1888,Envigado,Gandalf Toro
1530,ACH01,Kalley,1168,Barbosa,Dante Builes
2313,ACH43,Kalley,1847,Envigado,Gandalf Toro
2161,ACH43,Haceb,662,Sabaneta,Yiyo Builes
2680,ACH22,Sony,1824,Medellín,Dante Builes
4369,ACH22,Kalley,1279,Envigado,Dante Builes
1369,ACH22,Kalley,1271,Medellín,Camila Builes
5514,ACH22,Sony,1260,Itagui,Laura Toro
4882,ACH22,Sony,1696,Itagui,Gandalf Toro
3367,ACH43,Kalley,267,Medellín,Camila Builes
7101,ACH22,Kalley,1595,Envigado,Yiyo Builes
8036,ACH43,Haceb,1222,Envigado,Dante Builes
744,ACH43,Sony,1366,Envigado,Yiyo Builes
4110,ACH22,Kalley,456,Sabaneta,Camila Builes
9981,ACH01,Haceb,1799,Medellín,Camila Builes
5298,ACH01,Sony,177,Envigado,Camila Builes
9810,ACH01,Haceb,101,Envigado,Gandalf Toro
5305,ACH43,Haceb,1235,Sabaneta,Camila Builes
8051,ACH22,Haceb,1430,Medellín,Dante Builes
9484,ACH43,Haceb,1995,Medellín,Gandalf Toro
8133,ACH22,Haceb,333,Medellín,Laura Toro
1211,ACH43,Sony,186,Medellín,Dante Builes
2650,ACH01,Kalley,1532,Itagui,Gandalf Toro
9155,ACH01,Kalley,916,Sabaneta,Yiyo Builes
8630,ACH01,Haceb,879,Itagui,Gandalf Toro
8040,ACH01,Kalley,877,Barbosa,Laura Toro
6233,ACH43,Haceb,277,Medellín,Gandalf Toro
1382,ACH22,Haceb,454,Medellín,Yiyo Builes
4537,ACH22,Sony,1888,Sabaneta,Gandalf Toro
6456,ACH01,Haceb,383,Envigado,Camila Builes
6857,ACH01,Sony,1857,Medellín,Laura Toro
8573,ACH43,Haceb,1066,Medellín,Yiyo Builes
8404,ACH43,Haceb,1859,Itagui,Camila Builes
1727,ACH22,Sony,1649,Envigado,Dante Builes
5979,ACH43,Sony,1801,Sabaneta,Yiyo Builes
6773,ACH22,Sony,1739,Envigado,Dante Builes
1619,ACH22,Haceb,1515,Sabaneta,Camila Builes
7452,ACH01,Kalley,1871,Medellín,Dante Builes
5366,ACH22,Sony,1556,Envigado,Gandalf Toro
3904,ACH22,Kalley,1918,Barbosa,Yiyo Builes
1801,ACH43,Kalley,109,Medellín,Yiyo Builes
748,ACH43,Haceb,1835,Barbosa,Yiyo Builes
6373,ACH43,Sony,1361,Sabaneta,Camila Builes
8093,ACH01,Haceb,1185,Sabaneta,Laura Toro
8686,ACH01,Sony,423,Barbosa,Yiyo Builes
1883,ACH22,Kalley,1268,Envigado,Yiyo Builes
8142,ACH01,Kalley,961,Itagui,Laura Toro
7974,ACH22,Sony,1020,Barbosa,Laura Toro
4306,ACH01,Sony,830,Barbosa,Yiyo Builes
3409,ACH01,Sony,1895,Envigado,Camila Builes
492,ACH22,Haceb,960,Itagui,Camila Builes
894,ACH22,Kalley,1345,Medellín,Gandalf Toro
8468,ACH01,Haceb,277,Barbosa,Gandalf Toro
4137,ACH01,Sony,1076,Itagui,Yiyo Builes
3928,ACH43,Kalley,1766,Medellín,Camila Builes
6506,ACH01,Kalley,274,Sabaneta,Camila Builes
2261,ACH22,Haceb,1232,Itagui,Gandalf Toro
6673,ACH01,Sony,1606,Envigado,Yiyo Builes
7143,ACH22,Kalley,422,Sabaneta,Laura Toro
4325,ACH43,Kalley,824,Envigado,Dante Builes
875,ACH43,Sony,1704,Itagui,Yiyo Builes
2103,ACH43,Kalley,1460,Barbosa,Camila Builes
9882,ACH01,Sony,1708,Barbosa,Camila Builes
6743,ACH22,Haceb,173,Envigado,Yiyo Builes
1150,ACH01,Kalley,227,Sabaneta,Camila Builes
641,ACH43,Haceb,1590,Medellín,Gandalf Toro
7751,ACH22,Haceb,1106,Itagui,Camila Builes
6452,ACH01,Haceb,1314,Barbosa,Laura Toro
7381,ACH43,Haceb,1482,Medellín,Dante Builes
5242,ACH01,Sony,1990,Barbosa,Yiyo Builes
9022,ACH43,Haceb,1216,Envigado,Laura Toro
259,ACH22,Haceb,465,Sabaneta,Laura Toro
1455,ACH01,Sony,371,Envigado,Dante Builes
6594,ACH43,Kalley,551,Barbosa,Yiyo Builes
2445,ACH22,Sony,196,Itagui,Camila Builes
3640,ACH22,Kalley,1281,Envigado,Camila Builes
3672,ACH43,Haceb,860,Medellín,Laura Toro
4443,ACH43,Haceb,1594,Sabaneta,Dante Builes
4921,ACH01,Haceb,1367,Itagui,Dante Builes
5161,ACH43,Kalley,130,Sabaneta,Dante Builes
5465,ACH01,Sony,1231,Envigado,Camila Builes
2670,ACH22,Sony,126,Barbosa,Laura Toro
6233,ACH43,Kalley,744,Medellín,Gandalf Toro
2242,ACH43,Kalley,792,Barbosa,Laura Toro
5134,ACH01,Kalley,1004,Medellín,Dante Builes
1473,ACH22,Haceb,1051,Itagui,Camila Builes
3732,ACH01,Haceb,651,Medellín,Dante Builes
4188,ACH01,Haceb,497,Barbosa,Yiyo Builes
7630,ACH43,Sony,303,Envigado,Yiyo Builes
2248,ACH22,Sony,767,Envigado,Dante Builes
8630,ACH01,Sony,361,Medellín,Camila Builes
5528,ACH01,Haceb,1628,Sabaneta,Gandalf Toro
325,ACH22,Sony,270,Barbosa,Camila Builes
6126,ACH22,Sony,168,Medellín,Camila Builes
2160,ACH43,Kalley,1653,Barbosa,Laura Toro
1188,ACH01,Haceb,1444,Itagui,Yiyo Builes
7162,ACH01,Haceb,1885,Medellín,Camila Builes
6340,ACH01,Haceb,1994,Itagui,Dante Builes
5061,ACH43,Sony,1546,Medellín,Gandalf Toro
6972,ACH01,Sony,1571,Medellín,Dante Builes
5469,ACH22,Kalley,1080,Envigado,Dante Builes
1004,ACH22,Kalley,1383,Sabaneta,Laura Toro
9529,ACH22,Haceb,1362,Barbosa,Dante Builes
9486,ACH43,Kalley,1007,Itagui,Dante Builes
6625,ACH43,Haceb,184,Sabaneta,Dante Builes
8506,ACH22,Kalley,1184,Itagui,Laura Toro
578,ACH22,Kalley,234,Barbosa,Yiyo Builes
2834,ACH01,Sony,1283,Barbosa,Yiyo Builes
3089,ACH22,Kalley,701,Medellín,Camila Builes
4009,ACH43,Haceb,1736,Sabaneta,Gandalf Toro
2049,ACH01,Kalley,1184,Sabaneta,Gandalf Toro
1651,ACH01,Haceb,731,Itagui,Gandalf Toro
4190,ACH01,Sony,732,Medellín,Gandalf Toro
8190,ACH43,Haceb,1139,Envigado,Laura Toro
2183,ACH43,Haceb,1434,Sabaneta,Camila Builes
429,ACH43,Kalley,705,Barbosa,Yiyo Builes
1452,ACH01,Sony,1044,Sabaneta,Laura Toro
2181,ACH22,Haceb,1718,Barbosa,Yiyo Builes
9908,ACH22,Kalley,192,Barbosa,Gandalf Toro
9851,ACH43,Kalley,1623,Itagui,Camila Builes
8129,ACH22,Sony,265,Envigado,Dante Builes
3893,ACH22,Sony,1448,Sabaneta,Gandalf Toro
9362,ACH43,Haceb,406,Sabaneta,Dante Builes
8539,ACH01,Sony,400,Barbosa,Gandalf Toro
1497,ACH01,Kalley,947,Itagui,Yiyo Builes
8101,ACH22,Kalley,1144,Barbosa,Laura Toro
8628,ACH43,Kalley,274,Sabaneta,Dante Builes
5992,ACH43,Haceb,1359,Barbosa,Yiyo Builes
597,ACH22,Kalley,1465,Barbosa,Laura Toro
4243,ACH43,Sony,500,Medellín,Dante Builes
3607,ACH01,Sony,561,Barbosa,Yiyo Builes
3559,ACH01,Sony,1191,Envigado,Yiyo Builes
7495,ACH22,Kalley,1319,Barbosa,Yiyo Builes
6328,ACH01,Haceb,1137,Sabaneta,Dante Builes
6746,ACH01,Sony,1879,Itagui,Camila Builes
6444,ACH22,Sony,1205,Itagui,Laura Toro
2085,ACH01,Kalley,795,Itagui,Dante Builes
1898,ACH43,Sony,616,Itagui,Yiyo Builes
10,ACH01,Sony,829,Envigado,Dante Builes
2749,ACH22,Haceb,1245,Envigado,Gandalf Toro
2028,ACH01,Haceb,1356,Sabaneta,Dante Builes
3535,ACH43,Kalley,1464,Barbosa,Gandalf Toro
8664,ACH43,Sony,794,Medellín,Camila Builes
3048,ACH43,Haceb,1397,Barbosa,Gandalf Toro
6533,ACH43,Haceb,323,Medellín,Camila Builes
6770,ACH22,Kalley,538,Envigado,Camila Builes
7779,ACH43,Haceb,993,Medellín,Dante Builes
5901,ACH22,Haceb,265,Medellín,Laura Toro
4091,ACH01,Haceb,1806,Itagui,Yiyo Builes
3401,ACH01,Kalley,1471,Medellín,Dante Builes
3655,ACH01,Sony,528,Sabaneta,Dante Builes
2683,ACH22,Kalley,1678,Envigado,Dante Builes
1729,ACH22,Kalley,512,Itagui,Yiyo Builes
6162,ACH01,Haceb,977,Itagui,Yiyo Builes
6970,ACH43,Sony,776,Itagui,Dante Builes
4039,ACH01,Kalley,1135,Itagui,Laura Toro
3136,ACH43,Sony,1696,Envigado,Dante Builes
4972,ACH43,Kalley,1975,Barbosa,Gandalf Toro
6006,ACH43,Kalley,1772,Itagui,Dante Builes
9456,ACH01,Haceb,730,Envigado,Laura Toro
4388,ACH22,Kalley,1578,Itagui,Yiyo Builes
5393,ACH22,Haceb,244,Envigado,Gandalf Toro
8347,ACH43,Kalley,953,Sabaneta,Laura Toro
6313,ACH43,Sony,1229,Sabaneta,Laura Toro
9362,ACH22,Kalley,439,Sabaneta,Dante Builes
